'Date Rptd','DATE OCC',Mocodes,'Vict Age','Vict Sex','Vict Descent','Premis Cd','Weapon Used Cd',Status,'Crm Cd'
'5/30/22 0:00','5/28/22 0:00','1822 0329 1300 1307',44,M,H,101,400,IC,8
'11/22/21 0:00','11/22/21 0:00','0913 2038',51,M,O,502,400,IC,10
'3/13/24 0:00','3/11/24 0:00','0325 1822',36,M,H,404,400,IC,4
'4/17/20 0:00','4/16/20 0:00',344,36,M,H,101,400,IC,5
'4/29/24 0:00','4/28/24 0:00',344,36,M,H,101,400,IC,4
'10/22/22 0:00','10/21/22 0:00',344,36,M,H,101,400,IC,5
'1/22/24 0:00','1/22/24 0:00','2000 2038 1300',25,F,A,502,400,AO,10
'5/10/21 0:00','4/26/21 0:00','1822 0344 0321 0358 1300 1202',65,M,W,501,400,IC,3
'3/20/22 0:00','3/20/22 0:00','2000 0913 0400 0444 1814',36,M,H,108,400,IC,7
'2/29/24 0:00','1/18/24 0:00','1300 1822 0344',42,F,O,123,400,IC,3
'10/24/22 0:00','10/23/22 0:00',344,36,M,H,405,400,IC,4
'4/14/21 0:00','4/14/21 0:00','1822 0344',55,M,W,212,400,AA,4
'8/15/22 0:00','8/15/22 0:00','0386 1822',30,M,H,123,400,IC,3
'10/21/23 0:00','10/21/23 0:00','0416 0446 0448 0913 1814 2000',21,F,B,501,400,IC,7
'7/24/21 0:00','7/24/21 0:00','2038 2000',30,F,W,501,400,AA,10
'7/2/22 0:00','6/30/22 0:00','0344 2004',24,F,W,501,400,AA,3
'8/25/24 0:00','8/25/24 0:00','1822 0329',31,M,W,503,400,IC,8
'9/20/20 0:00','9/19/20 0:00','1609 0321 0344',36,M,H,210,306,IC,3
'5/18/21 0:00','5/18/21 0:00','0326 0329 0344 0358 1236 1309 1607',36,M,O,707,400,IC,3
'7/15/23 0:00','7/15/23 0:00','0444 1822',35,F,B,402,400,AO,7
'5/5/21 0:00','2/18/21 0:00','0344 0394',37,F,W,101,400,IC,4
'6/29/22 0:00','3/30/22 0:00','0394 0344',47,F,W,502,400,AA,4
'9/4/23 0:00','9/4/23 0:00','0910 0913 1202 0416 0446',61,M,B,101,400,IC,7
'7/14/20 0:00','7/14/20 0:00','1402 0416 2004 1218 0334 0913 0411 0445 1817',36,M,B,101,215,AO,2
'5/26/23 0:00','5/26/23 0:00','0344 0104 0325 0378 0400 0432 0945 1822',22,M,H,401,400,IC,2
'8/23/24 0:00','8/3/24 0:00',344,36,M,H,108,400,IC,5
'2/7/20 0:00','2/7/20 0:00','1609 1307 1822 0344',50,M,B,108,400,IC,3
'1/28/24 0:00','1/27/24 0:00',325,36,M,O,401,400,IC,4
'11/2/21 0:00','11/1/21 0:00','1822 0344 1202 1607 0346',75,F,W,707,400,IC,3
'4/12/20 0:00','4/12/20 0:00','1402 2004 0913 0400 0416 0445 1814 2000',36,M,B,101,500,IC,7
'10/21/22 0:00','10/5/22 0:00','0913 2000 1259 1814 0416 0448 0444',17,F,H,502,400,AA,7
'8/31/22 0:00','8/31/22 0:00','0344 1822',36,M,H,210,400,IC,4
'9/6/22 0:00','9/6/22 0:00',1501,48,M,H,101,400,IC,7
'8/21/20 0:00','8/21/20 0:00','0416 0361 1822',57,M,H,502,500,IC,7
'5/8/23 0:00','5/2/23 0:00','0385 1202',70,M,W,104,400,IC,3
'6/22/20 0:00','6/22/20 0:00','1822 0334 0302 1100 0430 1300',19,M,B,101,106,IC,2
'10/18/21 0:00','10/17/21 0:00','1822 0329',43,F,B,502,400,IC,8
'3/23/20 0:00','3/20/20 0:00',344,36,M,H,108,400,AA,5
'9/29/22 0:00','9/28/22 0:00','0385 0344 1608 1822 1300 0329',23,F,W,101,400,IC,3
'7/13/22 0:00','7/13/22 0:00','0416 0447 0913 0603 0361',57,M,H,101,500,AA,2
'2/17/24 0:00','2/16/24 0:00','1300 1822 0352 1606 0321 0344',46,M,C,108,400,IC,3
'8/27/24 0:00','8/24/24 0:00',344,36,M,H,101,400,IC,4
'12/28/22 0:00','12/20/22 0:00','0344 1602 0385 1822',23,M,C,101,400,IC,3
'1/29/22 0:00','1/29/22 0:00',344,48,M,H,501,400,IC,4
'7/19/21 0:00','7/18/21 0:00','0913 0400 0408 0409 0448 1814 2000',18,F,H,502,400,IC,2
'1/5/20 0:00','1/5/20 0:00','0344 1822',37,M,W,741,400,IC,3
'9/25/20 0:00','9/22/20 0:00',344,58,M,W,108,400,IC,3
'10/29/20 0:00','9/29/20 0:00','1822 1202 0701',63,F,H,101,400,IC,7
'4/19/20 0:00','4/19/20 0:00','0416 0913 0602 2002 0319 0554',18,M,H,501,400,IC,7
'11/8/23 0:00','11/8/23 0:00','2000 0913 1814 0334 0344 0416 0421',19,F,H,501,207,IC,2
'9/17/23 0:00','9/17/23 0:00','2004 2000 0913 1814 0416',36,F,B,502,400,IC,7
'12/9/22 0:00','12/9/22 0:00','0325 2024',35,M,H,404,400,JO,4
'5/4/24 0:00','5/2/24 0:00','0344 0385',42,F,W,104,400,IC,3
'10/4/22 0:00','10/4/22 0:00','0344 1822',35,F,A,101,400,IC,3
'5/1/20 0:00','4/29/20 0:00','1202 0342 1609 0344 1300 0352 1822',64,M,H,221,400,IC,3
'2/18/20 0:00','2/18/20 0:00','0344 1251',21,M,A,722,400,JA,4
'12/11/23 0:00','12/8/23 0:00',344,36,M,H,101,400,IC,5
'5/21/23 0:00','5/21/23 0:00','0329 1309 1822 0334 0450',36,F,W,101,106,IC,2
'10/25/23 0:00','10/25/23 0:00','0553 0416 1259 0913',14,M,H,501,400,AA,7
'1/27/22 0:00','1/27/22 0:00','2000 1813 0913 0444 0429 0416 0417',52,F,W,101,400,AO,7
'3/17/24 0:00','3/17/24 0:00','0913 1814 0448 2004',29,F,B,146,400,AO,7
'3/7/21 0:00','3/6/21 0:00','0400 0342 0913 0445 0216 2024',29,M,H,108,311,IC,2
'9/24/22 0:00','9/23/22 0:00',344,36,M,H,101,400,IC,4
'7/23/21 0:00','7/23/21 0:00','0347 1402 1419 1407 0913',42,M,H,502,109,AO,8
'1/26/22 0:00','1/23/22 0:00','0913 0416 1813 2000',86,M,H,501,500,AO,7
'3/22/23 0:00','3/22/23 0:00','0377 1822 0930',35,M,W,501,400,IC,3
'7/29/24 0:00','6/26/24 0:00','0329 1300 1307',38,M,H,123,400,IC,8
'5/18/24 0:00','5/16/24 0:00','2028 0202 0325',36,M,H,405,400,IC,3
'11/16/22 0:00','11/14/22 0:00','1300 0344 1402',50,M,H,101,400,IC,3
'12/12/22 0:00','12/11/22 0:00','1300 1822 0344',33,M,K,101,400,IC,4
'6/23/20 0:00','6/23/20 0:00','0334 1100 1402 1419 1822 0342 0450 0906',36,M,H,101,109,AA,2
'9/14/24 0:00','9/14/24 0:00','1501 0344',36,M,H,203,400,IC,3
'4/3/20 0:00','2/24/20 0:00',344,36,M,H,101,400,IC,4
'4/11/23 0:00','4/10/23 0:00',1402,5,F,W,501,400,IC,2
'2/21/24 0:00','2/21/24 0:00','0444 1810 2001 0319',50,F,B,501,400,IC,7
'9/19/20 0:00','9/17/20 0:00','1202 0344',67,F,O,701,400,IC,4
'5/25/21 0:00','5/23/21 0:00',344,29,M,H,101,400,IC,4
'3/12/22 0:00','3/7/22 0:00','1822 1609 0329 1307',57,M,H,122,400,IC,8
'9/2/21 0:00','8/31/21 0:00','1822 0344',29,F,W,502,400,IC,4
'9/29/21 0:00','9/28/21 0:00',344,36,M,H,108,400,IC,5
'8/21/23 0:00','8/21/23 0:00','0334 0421',26,F,H,103,102,AA,2
'2/9/23 0:00','2/8/23 0:00','0104 0325 1822 0352 0344',22,M,H,404,400,IC,4
'8/25/21 0:00','8/24/21 0:00','0358 1300 1612 1822 0344',39,M,H,101,400,IC,3
'2/29/20 0:00','2/29/20 0:00','0329 1307',74,M,W,122,400,IC,8
'4/26/20 0:00','4/26/20 0:00','0522 1822 2002',22,F,H,402,400,IC,9
'7/15/23 0:00','7/13/23 0:00','2000 0913 0416 0408 0421 0432 0344 0444 0422',20,F,H,501,400,AO,2
'11/25/23 0:00','11/25/23 0:00',329,36,M,H,210,400,IC,8
'2/24/24 0:00','12/21/23 0:00',344,36,M,H,104,400,IC,7
'10/3/22 0:00','9/9/22 0:00','0913 2000',27,F,H,203,400,IC,10
'10/22/23 0:00','10/22/23 0:00','1822 0104 0325 0344',36,M,H,404,400,IC,4
'9/3/22 0:00','9/3/22 0:00','1300 0913 1501 2038',34,F,O,502,400,IC,10
'9/26/20 0:00','9/25/20 0:00','0906 0302 0334 1822 1309 0371',52,M,H,101,102,IC,2
'3/13/23 0:00','3/13/23 0:00',344,53,M,W,101,400,IC,3
'12/3/22 0:00','12/3/22 0:00','1822 0100 0922',32,M,B,501,400,IC,3
'8/6/21 0:00','8/6/21 0:00','0603 0913 0361 0416',27,M,H,108,400,IC,7
'1/11/23 0:00','12/8/22 0:00','1251 0344 1822',18,F,W,722,400,IC,5
'7/22/23 0:00','7/22/23 0:00','0329 1822 2004',63,F,H,124,400,AA,8
'12/18/23 0:00','12/15/23 0:00',344,36,M,H,101,400,IC,5
'9/9/22 0:00','9/2/22 0:00',377,52,F,O,602,400,IC,3
'10/16/22 0:00','10/15/22 0:00',344,36,M,H,101,400,IC,5
'1/23/24 0:00','10/25/23 0:00','0910 1822 0397 0325',36,M,H,101,400,AA,5
'3/15/21 0:00','3/12/21 0:00','1202 0394',78,M,W,501,400,IC,4
'5/6/22 0:00','5/5/22 0:00',344,36,M,H,101,400,IC,4
'7/16/23 0:00','7/16/23 0:00','0556 0913 0416 0446',18,F,H,502,400,AO,7
'12/18/21 0:00','12/18/21 0:00','0344 0910 0913 1820 1218',32,M,H,919,400,IC,4
'9/13/21 0:00','9/5/21 0:00',444,39,F,H,119,400,AA,7
'7/2/20 0:00','5/25/20 0:00',344,36,M,H,203,400,AA,7
'5/26/24 0:00','5/26/24 0:00','1822 0344 1300',44,M,H,212,500,IC,3
'7/26/23 0:00','7/25/23 0:00','0416 1813 1814 0319',41,F,B,502,400,AO,7
'10/7/21 0:00','10/7/21 0:00','1202 2021 0913 0443',73,M,B,502,511,IC,10
'3/20/23 0:00','3/20/23 0:00','0334 1822 1202 1210',63,M,O,108,205,IC,8
'8/22/20 0:00','7/27/20 0:00',344,36,M,H,108,400,IC,4
'8/24/23 0:00','8/23/23 0:00',377,31,M,O,502,400,IC,3
'7/15/21 0:00','7/15/21 0:00',2004,36,M,H,203,400,IC,10
'7/12/24 0:00','6/22/24 0:00',344,35,F,O,207,400,IC,3
'7/27/21 0:00','7/23/21 0:00',385,27,M,W,101,400,IC,3
'2/28/20 0:00','2/25/20 0:00','1100 0906 1300',22,M,H,101,108,IC,8
'2/18/21 0:00','2/17/21 0:00',344,28,M,K,101,400,IC,4
'11/27/21 0:00','11/26/21 0:00','2000 1243 1813 0913 0416 2034 0337 0447 0344 1309',33,F,H,502,500,AO,4
'1/30/20 0:00','1/28/20 0:00','2038 2000 1814',42,F,W,501,400,AO,10
'9/12/21 0:00','9/12/21 0:00',344,36,M,H,210,400,IC,4
'9/12/20 0:00','9/12/20 0:00','0334 0302 1822 1218',34,M,H,203,102,IC,8
'5/16/23 0:00','5/15/23 0:00',344,36,M,H,101,400,IC,5
'11/4/23 0:00','10/22/23 0:00',344,54,F,B,108,400,IC,3
'1/31/24 0:00','1/23/24 0:00',800,72,F,W,501,400,IC,7
'10/2/23 0:00','10/2/23 0:00','0344 1601',29,F,W,109,400,IC,3
'9/18/21 0:00','9/18/21 0:00','1309 1822 0329 1402',49,M,A,501,400,AA,3
'2/7/20 0:00','2/7/20 0:00',344,36,M,H,104,400,IC,5
'6/25/21 0:00','3/24/21 0:00',1822,36,F,W,501,400,IC,3
'6/1/21 0:00','5/31/21 0:00','0416 0913 0554',28,M,H,101,400,IC,7
'10/8/22 0:00','10/8/22 0:00','0945 1402 0325 0344 1822',36,M,H,404,400,AO,2
'11/14/20 0:00','11/14/20 0:00','0421 0401 0913',61,F,O,502,511,AA,2
'2/16/20 0:00','2/16/20 0:00','1300 1307 1601 1609 0329 0344 0352',55,M,W,101,400,IC,3
'2/26/24 0:00','2/26/24 0:00','1307 0913 1814 0329 0432 1609',25,M,H,122,400,IC,8
'2/5/20 0:00','2/5/20 0:00','0344 1606',60,F,A,108,400,IC,3
'1/28/21 0:00','12/21/20 0:00','0385 1822 1300 0344',22,M,W,104,400,IC,3
'3/21/24 0:00','3/13/24 0:00','0344 1822 1251',44,F,O,729,400,IC,4
'6/17/20 0:00','6/15/20 0:00','0913 1817 0344 0334 0337',57,M,B,502,102,AO,2
'7/29/21 0:00','7/27/21 0:00','1307 0344 0329 0321',25,F,B,101,400,IC,3
'2/6/24 0:00','2/4/24 0:00',344,36,M,H,501,400,IC,5
'4/26/22 0:00','4/25/22 0:00','0344 1501 0354',35,F,H,504,400,IC,3
'4/22/21 0:00','4/13/21 0:00','0344 0800 0929',58,F,A,602,400,IC,7
'5/8/20 0:00','5/5/20 0:00','0329 1300',32,M,B,502,400,IC,8
'8/30/24 0:00','8/28/24 0:00','0344 0352 1221 1822 2034 2032',36,M,H,801,400,IC,3
'9/11/21 0:00','9/11/21 0:00','2034 0417 0416',52,F,H,102,400,IC,7
'12/10/21 0:00','12/9/21 0:00','0325 1803',50,M,W,404,400,AA,3
'1/5/24 0:00','1/5/24 0:00','0344 0342 1822 1309 1312 0429 0444 0302 0334 0432',39,F,W,102,109,IC,2
'2/25/22 0:00','2/25/22 0:00',344,18,F,H,506,400,IC,3
'9/12/23 0:00','9/7/23 0:00','1822 0344 0701 0800 0100',69,M,K,501,400,IC,7
'5/20/22 0:00','5/20/22 0:00','0344 0355 0354',51,M,W,108,109,IC,2
'12/7/20 0:00','12/6/20 0:00','1602 1300 0385',31,M,W,101,400,IC,3
'10/5/22 0:00','9/19/22 0:00',344,36,M,H,108,400,IC,5
'9/11/20 0:00','9/11/20 0:00','2000 1814 1813 0913 0448 0429',34,F,A,502,400,IC,7
'1/6/24 0:00','1/6/24 0:00','0913 2038',38,F,H,501,400,AO,10
'1/13/23 0:00','1/13/23 0:00','0329 0913 0361',54,F,W,501,400,AA,8
'5/17/22 0:00','5/16/22 0:00',344,36,M,H,101,400,IC,5
'10/13/21 0:00','7/8/20 0:00','2000 1202 2021 0913 1813 2038',64,F,W,502,400,AO,10
'5/3/21 0:00','5/3/21 0:00','0329 1402 2004 0447 1822',46,M,W,401,306,AA,8
'5/3/22 0:00','5/2/22 0:00','1822 0930 0929',24,F,F,501,400,IC,3
'7/7/24 0:00','7/6/24 0:00','1822 0344 1300',28,F,W,504,400,IC,3
'1/23/22 0:00','1/22/22 0:00',344,23,M,B,503,400,IC,3
'5/2/21 0:00','4/1/21 0:00','0930 1822',42,M,B,501,400,IC,3
'10/30/22 0:00','10/29/22 0:00','0448 2000 0913 1814 0408 0416 0446 0419',24,F,H,501,400,AO,2
'3/25/24 0:00','3/25/24 0:00','0329 1609',47,F,B,501,400,IC,8
'12/28/20 0:00','12/28/20 0:00',344,36,M,H,101,400,IC,5
'11/5/23 0:00','11/3/23 0:00',344,36,M,H,101,400,IC,4
'5/2/20 0:00','4/29/20 0:00','1612 0344 0385 1822',19,M,H,101,400,IC,3
'7/17/22 0:00','1/1/21 0:00',344,51,M,H,210,400,IC,7
'11/21/23 0:00','11/21/23 0:00',1822,36,M,H,104,400,IC,3
'12/28/21 0:00','12/28/21 0:00','0216 0344 0355 1402',36,M,H,301,211,IC,2
'11/27/23 0:00','11/27/23 0:00','1100 0430 0302 1402 2004 1419 1407',33,M,W,502,109,AA,1
'4/10/24 0:00','4/9/24 0:00','1822 0344',35,M,H,108,400,IC,4
'11/15/20 0:00','11/14/20 0:00',448,54,M,B,101,400,IC,7
'1/17/23 0:00','1/10/23 0:00',344,36,M,H,101,400,IC,4
'8/3/23 0:00','8/3/23 0:00',344,50,M,H,502,400,IC,3
'8/10/21 0:00','8/10/21 0:00',344,36,M,H,101,400,IC,5
'3/12/21 0:00','3/12/21 0:00','0325 0216 2024',50,M,W,404,400,IC,4
'6/7/21 0:00','6/7/21 0:00','0913 1242 1821 0443 0432',45,F,O,502,400,IC,7
'10/6/23 0:00','9/28/23 0:00','1822 0344',57,F,W,203,400,IC,3
'9/13/24 0:00','8/28/24 0:00','0100 1822 0930',46,M,W,502,400,IC,3
'6/23/20 0:00','5/21/20 0:00','0100 1822',40,F,H,301,400,IC,3
'6/21/21 0:00','6/20/21 0:00','1300 1822 0329 0344',32,F,A,101,400,IC,3
'12/16/20 0:00','12/16/20 0:00','2038 0913 1906 1814 2000',39,F,W,502,400,AA,10
'6/3/23 0:00','5/1/23 0:00',325,36,M,H,402,400,IC,3
'7/22/22 0:00','7/22/22 0:00',344,36,M,H,101,400,IC,5
'7/23/21 0:00','7/23/21 0:00','2000 1813 0913 0416 1310 1309',30,F,O,501,400,AA,7
'9/20/22 0:00','9/17/22 0:00','1202 1822 1501',63,F,B,501,400,IC,10
'8/1/20 0:00','7/28/20 0:00','1822 0344 0421 0447 1202 2021',73,F,H,108,511,AO,2
'6/23/23 0:00','6/17/23 0:00','1822 0100',43,F,W,502,400,IC,3
'4/17/23 0:00','3/3/23 0:00','0922 0930 1822',26,M,O,502,400,IC,3
'1/8/24 0:00','1/7/24 0:00',344,44,M,B,502,400,IC,4
'6/19/23 0:00','6/19/23 0:00','1822 0344 0325 0104',36,M,H,402,400,IC,4
'7/25/20 0:00','7/24/20 0:00',344,36,M,H,101,400,IC,5
'9/18/23 0:00','9/15/23 0:00',329,58,F,O,707,400,IC,8
'9/25/20 0:00','9/23/20 0:00','0329 1202',79,F,W,504,400,IC,8
'6/18/22 0:00','6/2/22 0:00','0358 0913 0329 0344 1606',24,M,H,502,400,IC,3
'5/6/22 0:00','5/6/22 0:00','0561 2021 2004 1202 2038',91,F,B,501,400,IC,10
'4/10/20 0:00','4/4/20 0:00','1822 1601 0358',49,M,H,101,400,IC,5
'2/10/20 0:00','2/9/20 0:00','0400 0416 2002 0554',24,F,H,502,400,IC,7
'12/18/23 0:00','12/4/23 0:00','0344 0398 1822',36,F,W,203,400,IC,3
'5/16/21 0:00','5/16/21 0:00','0400 0416',63,M,W,102,400,IC,7
'6/23/23 0:00','6/23/23 0:00','0913 0361 0432 0443 0603',58,F,W,501,511,IC,10
'11/19/22 0:00','11/18/22 0:00','1822 1302 0358 0344 1307',19,M,A,108,400,IC,3
'5/15/22 0:00','5/15/22 0:00','2000 0913 1814 0416 0446',23,F,W,502,400,AO,7
'6/13/24 0:00','5/29/24 0:00','1822 0100 0930 0922',39,M,B,501,400,IC,3
'2/18/23 0:00','2/18/23 0:00','0344 1822',24,F,W,735,400,IC,3
'12/5/20 0:00','12/5/20 0:00','1822 0358 1607 0344',36,M,H,402,400,IC,3
'3/10/21 0:00','3/10/21 0:00','1822 2032 0344 1218 0910',27,M,W,922,400,IC,5
'10/4/23 0:00','10/4/23 0:00','1275 1822',35,M,H,502,400,IC,10
'9/29/20 0:00','9/29/20 0:00','0344 1822 2032',50,F,B,102,400,IC,4
'11/19/21 0:00','8/14/21 0:00','0377 1214 1822',33,F,H,203,400,IC,3
'12/6/21 0:00','12/5/21 0:00','1307 0344 0329 1609 1822',33,F,B,108,400,IC,3
'11/1/22 0:00','10/29/22 0:00','0527 1402 0913 2000 1814 1415 0501',26,F,A,502,400,AO,1
'9/10/21 0:00','9/10/21 0:00','0913 2000 2002 0448 0429',29,F,A,502,400,AO,7
'10/25/21 0:00','10/24/21 0:00','0385 0344',34,M,W,108,400,IC,3
'5/12/21 0:00','5/7/21 0:00','0444 1804',34,F,W,719,400,AO,7
'4/17/23 0:00','4/14/23 0:00','1822 0325',36,M,W,721,400,IC,3
'2/22/20 0:00','2/21/20 0:00',344,36,M,H,203,400,AA,3
'11/29/23 0:00','11/29/23 0:00','1822 0329 1609',36,M,H,122,400,IC,8
'3/15/24 0:00','2/29/24 0:00',329,37,F,W,502,400,IC,8
'4/27/23 0:00','4/27/23 0:00','2000 0416 0913 1813',36,M,H,501,400,AA,7
'2/26/20 0:00','2/26/20 0:00',344,36,M,H,101,400,IC,4
'11/7/22 0:00','11/6/22 0:00',329,32,M,A,301,312,IC,8
'9/20/23 0:00','9/9/23 0:00','1822 1906',25,F,H,719,400,IC,10
'2/13/20 0:00','2/4/20 0:00',344,54,F,W,146,400,IC,4
'3/14/20 0:00','3/14/20 0:00','1212 1402 0356',36,M,O,101,400,AA,7
'12/6/23 0:00','12/5/23 0:00','1822 1307 1609 0344 0352 0321',31,F,C,704,400,IC,3
'5/20/22 0:00','5/20/22 0:00','0605 1310 1822 1309 0416 0429 2047',35,F,B,101,400,IC,7
'1/27/24 0:00','1/26/24 0:00','0913 2038 2000 1202 0400 0416 0446',43,M,W,501,400,AO,7
'7/18/23 0:00','7/18/23 0:00','1822 2033 0411',28,M,B,101,207,IC,2
'11/5/20 0:00','11/4/20 0:00',344,36,M,H,101,400,IC,5
'10/4/21 0:00','10/4/21 0:00','2000 1813 0913 2004 0416 0446 0421 1309',31,F,B,101,400,IC,10
'1/7/20 0:00','1/6/20 0:00',344,36,M,H,101,400,IC,5
'1/20/23 0:00','1/20/23 0:00',344,36,M,H,405,400,IC,3
'8/17/23 0:00','8/17/23 0:00','1822 1402 0302 1100 1407',44,M,H,108,102,IC,2
'1/8/20 0:00','1/8/20 0:00','0400 0431 1822',53,M,A,109,512,AA,2
'9/7/22 0:00','9/7/22 0:00','0421 0432 0913 1309 1813 1814 2000',51,F,B,101,511,AO,10
'6/18/21 0:00','6/18/21 0:00','1822 0344 0302 0334',31,M,H,108,102,IC,2
'1/11/22 0:00','1/10/22 0:00','1300 0329',47,F,H,502,400,IC,8
'10/22/23 0:00','10/21/23 0:00',344,36,M,H,101,400,IC,4
'2/27/24 0:00','2/26/24 0:00','0329 1822',35,M,W,101,400,IC,8
'5/15/22 0:00','5/15/22 0:00','0329 1601 0344 1822 1609 1307 1302',26,M,H,247,400,IC,3
'3/3/23 0:00','3/3/23 0:00','0342 0444 0913 0361 0603',59,M,H,222,400,AA,7
'4/22/24 0:00','4/22/24 0:00',344,36,M,H,108,400,IC,4
'3/11/21 0:00','3/9/21 0:00',344,32,F,H,116,400,IC,5
'3/23/23 0:00','3/22/23 0:00',329,36,M,H,203,400,IC,8
'12/5/21 0:00','12/5/21 0:00','1402 1218 0416 1822 0907',48,F,H,102,211,IC,2
'2/17/21 0:00','2/17/21 0:00','0701 0800 1822 0209 0344',18,M,H,101,400,JA,7
'3/6/24 0:00','3/6/24 0:00','1822 0910',36,M,H,922,400,IC,10
'8/19/23 0:00','8/18/23 0:00',344,36,M,H,101,400,IC,5
'12/7/23 0:00','12/7/23 0:00','1402 1407 1409 0430 1822',56,M,H,101,106,IC,2
'5/26/23 0:00','5/18/23 0:00','1822 0394',30,F,O,145,400,IC,4
'5/9/24 0:00','5/5/24 0:00',385,31,M,Z,101,400,IC,3
'11/19/22 0:00','11/2/22 0:00','1822 0922 0930',66,F,B,501,400,IC,3
'1/8/21 0:00','1/8/21 0:00','0444 1806',31,F,H,108,400,IC,7
'5/3/21 0:00','5/3/21 0:00','0430 1822 1100 1402',29,M,H,101,106,IC,2
'10/8/21 0:00','10/8/21 0:00','1601 1402 0344 0352 1606',63,M,O,501,400,IC,3
'6/18/21 0:00','6/17/21 0:00','1607 0344',36,M,W,204,400,AO,3
'7/9/20 0:00','7/9/20 0:00','0202 0445 1218 1820 0913 0319 0447 0432',22,M,W,102,200,IC,2
'2/8/24 0:00','2/6/24 0:00','1309 1300 0334 0432 1822 1310 0302 0216',21,M,H,101,102,IC,2
'12/23/23 0:00','12/23/23 0:00','1402 0416 1822',27,F,H,101,302,AA,2
'6/20/24 0:00','6/20/24 0:00',344,36,M,H,101,400,IC,4
'4/24/23 0:00','4/22/23 0:00','0344 1612',59,F,H,108,400,IC,3
'9/17/21 0:00','9/17/21 0:00','0400 1814 2000 0913',25,M,W,502,400,AA,7
'1/24/23 0:00','1/14/23 0:00','0344 1302',35,M,W,502,400,IC,3
'10/6/22 0:00','1/1/21 0:00','0913 2024 1817 0522 0503 1258',9,F,H,502,400,JO,9
'12/27/22 0:00','9/9/22 0:00','1822 0929',20,M,B,501,400,IC,3
'7/15/24 0:00','7/15/24 0:00','0910 1501',36,M,H,903,400,IC,10
'6/16/20 0:00','6/15/20 0:00','1218 0416 1206 2004 0447',49,F,H,102,500,IC,7
'5/30/22 0:00','5/30/22 0:00','1822 0385 0344 1608 1300',41,M,H,101,400,IC,3
'6/9/21 0:00','6/8/21 0:00',329,42,F,H,122,400,IC,8
'6/2/20 0:00','2/12/20 0:00','0100 0928',54,M,W,502,400,IC,3
'2/15/24 0:00','2/10/24 0:00','0352 1414 0321 0344 1402 1606',54,M,V,501,400,IC,3
'11/27/22 0:00','11/27/22 0:00','1300 1309 0334 0432 0411 1822',26,M,H,101,106,IC,2
'6/21/23 0:00','6/21/23 0:00',325,36,M,H,406,400,IC,4
'6/16/22 0:00','6/15/22 0:00','2004 2000 1814 0416 0446 0408 0913',35,M,H,502,400,AA,2
'3/28/21 0:00','3/28/21 0:00','0356 0416 2004',26,M,O,103,400,IC,7
'5/2/20 0:00','4/10/20 0:00','1202 0344 0352 1601 1605',71,M,W,221,400,IC,3
'3/31/20 0:00','3/31/20 0:00','0416 0417 1822 0910',29,M,H,124,400,IC,2
'7/28/20 0:00','7/28/20 0:00','0400 0444 1218 2004 2000 0913 1814',35,M,B,109,400,AO,7
'4/19/24 0:00','4/17/24 0:00',344,36,M,H,101,400,IC,5
'4/2/22 0:00','3/30/22 0:00','0344 1609 0358',31,F,W,108,400,IC,3
'11/13/23 0:00','11/13/23 0:00','1822 0344 0352 1221',41,F,W,501,400,IC,3
'5/15/20 0:00','5/14/20 0:00','1501 1300',40,F,H,108,400,IC,10
'8/16/21 0:00','4/30/21 0:00','1259 0500 0533 0913 1814 1251 1910',17,F,H,122,400,AO,1
'2/26/22 0:00','2/25/22 0:00','1276 1420 0601 0416',18,F,H,210,400,IC,7
'10/29/20 0:00','10/28/20 0:00',344,36,M,H,101,400,IC,5
'4/18/20 0:00','4/18/20 0:00','0910 0416 0446 0913 0417',60,M,W,124,400,IC,7
'6/29/21 0:00','6/24/21 0:00','0344 1307',24,M,B,101,400,IC,3
'6/24/24 0:00','6/22/24 0:00',344,36,M,H,101,400,IC,5
'2/10/23 0:00','2/3/23 0:00',352,52,F,B,502,400,IC,3
'6/17/22 0:00','6/7/21 0:00','1813 0913 1243 0400 1821 0444 2000',34,M,W,138,400,AO,7
'2/19/23 0:00','2/19/23 0:00','0344 1402 2004',29,M,H,404,400,IC,4
'3/24/20 0:00','3/24/20 0:00','0913 0400 0416 0446 1814 2000',36,M,B,501,400,AA,7
'11/8/22 0:00','11/8/22 0:00','0330 0916 0344 1822 0342 0216 0209 1300 1402',41,M,W,101,400,IC,2
'2/11/21 0:00','2/11/21 0:00','1822 0906 0416 0429 0432',18,M,H,102,311,IC,2
'11/8/22 0:00','11/8/22 0:00','0913 0329 0417 1414 2024',36,M,W,726,400,JA,8
'2/18/24 0:00','2/18/24 0:00','0344 0416 1822 0342',33,M,H,102,400,IC,2
'10/29/23 0:00','10/29/23 0:00',344,36,M,H,101,400,IC,5
'3/30/23 0:00','3/29/23 0:00',344,36,M,H,101,400,IC,5
'1/22/23 0:00','1/21/23 0:00','1822 0344',54,M,F,101,400,IC,3
'5/21/22 0:00','5/21/22 0:00',344,36,M,H,101,400,IC,5
'1/19/20 0:00','1/19/20 0:00','1817 0400 0500 0522 0515 0942',29,F,H,502,400,AO,9
'5/13/22 0:00','5/11/22 0:00',344,25,F,C,101,400,IC,3
'4/9/22 0:00','4/9/22 0:00','2032 0344',53,M,H,229,400,IC,4
